chr	start	end	gene	sym
chr11	49059110	49059112	ENSG00000214891	TRIM64C
chr11	49186094	49186096	ENSG00000086205	FOLH1
chr11	22827875	22827877	ENSG00000198168	SVIP
chr11	27472788	27472790	ENSG00000205213	LGR4
chr11	47248812	47248814	ENSG00000134575	ACP2
chr11	47848465	47848467	ENSG00000030066	NUP160
chr11	60855948	60855950	ENSG00000183134	PTGDR2
chr11	59615772	59615774	ENSG00000110048	OSBP
chr11	58268258	58268260	ENSG00000172772	OR10W1
chr11	58359067	58359069	ENSG00000197786	OR5B17
chr11	47176877	47176879	ENSG00000149182	ARFGAP2
chr11	61967629	61967631	ENSG00000167996	FTH1
chr11	36510270	36510272	ENSG00000175104	TRAF6
chr11	36273357	36273359	ENSG00000110442	COMMD9
chr11	19060715	19060717	ENSG00000183695	MRGPRX2
chr11	58712847	58712849	ENSG00000149124	GLYAT
chr11	22860472	22860474	ENSG00000255359	CCDC179
chr11	6320060	6320062	ENSG00000170955	CAVIN3
chr11	46617225	46617227	ENSG00000180423	HARBI1
chr11	55936398	55936400	ENSG00000167825	OR5I1
chr11	55914580	55914582	ENSG00000187612	OR5W2
chr11	34358008	34358010	ENSG00000166016	ABTB2
chr11	59713843	59713845	ENSG00000172289	OR10V1
chr11	46700617	46700619	ENSG00000175220	ARHGAP1
chr11	33736421	33736423	ENSG00000085063	CD59
chr11	59669035	59669037	ENSG00000166889	PATL1
chr11	59854765	59854767	ENSG00000134827	TCN1
chr11	33700799	33700801	ENSG00000205177	C11orf91
chr11	65079387	65079389	ENSG00000146670	CDCA5
chr11	62536105	62536107	ENSG00000124942	AHNAK
chr11	40294112	40294114	ENSG00000148948	LRRC4C
chr11	61581146	61581148	ENSG00000011347	SYT7
chr11	26722058	26722060	ENSG00000148942	SLC5A12
chr11	65662914	65662916	ENSG00000173039	RELA
chr11	58844702	58844704	ENSG00000156689	GLYATL2
chr11	19241618	19241620	ENSG00000129173	E2F8
chr11	62573889	62573891	ENSG00000254772	EEF1G
chr11	62577319	62577321	ENSG00000255508	
chr11	31456336	31456338	ENSG00000148950	IMMP1L
chr11	59845497	59845499	ENSG00000134812	CBLIF
chr11	62299073	62299075	ENSG00000197745	SCGB1D4
chr11	8811339	8811341	ENSG00000166444	DENND2B
chr11	60906583	60906585	ENSG00000110107	PRPF19
chr11	33085902	33085904	ENSG00000176102	CSTF3
chr11	46846278	46846280	ENSG00000175216	CKAP5
chr11	66958381	66958383	ENSG00000173599	PC
chr11	46918548	46918550	ENSG00000134569	LRP4
chr11	27659656	27659658	ENSG00000176697	BDNF
chr11	59810776	59810778	ENSG00000166902	MRPL16
chr11	33722454	33722456	ENSG00000284969	
chr11	65614219	65614221	ENSG00000173327	MAP3K11
chr11	47186432	47186434	ENSG00000165912	PACSIN3
chr11	65046262	65046264	ENSG00000168060	NAALADL1
chr11	65122132	65122134	ENSG00000149806	FAU
chr11	27506767	27506769	ENSG00000148943	LIN7C
chr11	68751518	68751520	ENSG00000132749	TESMIN
chr11	68271971	68271973	ENSG00000171067	C11orf24
chr11	65117699	65117701	ENSG00000174276	ZNHIT2
chr11	26572119	26572121	ENSG00000169550	MUC15
chr11	69819414	69819416	ENSG00000186895	FGF3
chr11	45665620	45665622	ENSG00000175264	CHST1
chr11	78574862	78574864	ENSG00000137513	NARS2
chr11	93741492	93741494	ENSG00000166012	TAF1D
chr11	86069057	86069059	ENSG00000073921	PICALM
chr11	73142044	73142046	ENSG00000137478	FCHSD2
chr11	78341878	78341880	ENSG00000033327	GAB2
chr11	96343193	96343195	ENSG00000184384	MAML2
chr11	94973554	94973556	ENSG00000150316	CWC15
chr11	69704020	69704022	ENSG00000162344	FGF19
chr11	102724952	102724954	ENSG00000118113	MMP8
chr11	94401417	94401419	ENSG00000123901	GPR83
chr11	102705767	102705769	ENSG00000137675	MMP27
chr11	106077347	106077349	ENSG00000182359	KBTBD3
chr11	89491129	89491131	ENSG00000086991	NOX4
chr11	111379273	111379275	ENSG00000110777	POU2AF1
chr11	93850616	93850618	ENSG00000214376	VSTM5
chr11	75351659	75351661	ENSG00000137486	ARRB1
chr11	89808573	89808575	ENSG00000168930	TRIM49
chr11	88175441	88175443	ENSG00000123892	RAB38
chr11	102530745	102530747	ENSG00000137673	MMP7
chr11	107858785	107858787	ENSG00000110660	SLC35F2
chr11	102625330	102625332	ENSG00000137674	MMP20
chr11	105139767	105139769	ENSG00000255501	CARD18
chr11	101584005	101584007	ENSG00000137672	TRPC6
chr11	111512352	111512354	ENSG00000137707	BTG4
chr11	69775339	69775341	ENSG00000075388	FGF4
chr11	107457842	107457844	ENSG00000152404	CWF19L2
chr11	117819417	117819419	ENSG00000137731	FXYD2
chr11	89876015	89876017	ENSG00000189253	TRIM64B
chr11	107719691	107719693	ENSG00000170290	SLN
chr11	106009746	106009748	ENSG00000170903	MSANTD4
chr11	108593766	108593768	ENSG00000110723	EXPH5
chr11	104164145	104164147	ENSG00000170962	PDGFD
chr11	111766380	111766382	ENSG00000137713	PPP2R1B
chr11	68121386	68121388	ENSG00000110721	CHKA
chr11	113706304	113706306	ENSG00000166682	TMPRSS5
chr11	117797089	117797091	ENSG00000177103	DSCAML1
chr11	67999192	67999194	ENSG00000110057	UNC93B1
chr11	93499349	93499351	ENSG00000166002	SMCO4
chr11	101129811	101129813	ENSG00000082175	PGR
chr11	74247908	74247910	ENSG00000149380	P4HA3
chr11	102452837	102452839	ENSG00000152558	TMEM123
chr11	117876665	117876667	ENSG00000255245	FXYD6-FXYD2
chr11	77619693	77619695	ENSG00000074201	CLNS1A
chr11	118791162	118791164	ENSG00000110367	DDX6
chr11	95231200	95231202	ENSG00000149212	SESN3
chr11	86955393	86955395	ENSG00000174804	FZD4
chr11	119346703	119346705	ENSG00000235718	MFRP
chr11	72674420	72674422	ENSG00000186642	PDE2A
chr11	120138111	120138113	ENSG00000137699	TRIM29
chr11	122116213	122116215	ENSG00000259571	BLID
chr11	130314610	130314612	ENSG00000196323	ZBTB44
chr11	125680845	125680847	ENSG00000134940	ACRV1
chr11	124673737	124673739	ENSG00000110013	SIAE
chr11	123061787	123061789	ENSG00000109971	HSPA8
chr11	123195246	123195248	ENSG00000166250	CLMP
chr11	68213294	68213296	ENSG00000110066	KMT5B
chr11	125592508	125592510	ENSG00000149557	FEZ1
chr11	28108154	28108156	ENSG00000121621	KIF18A
chr11	79441028	79441030	ENSG00000149256	TENM4
chr11	134253246	134253248	ENSG00000151500	THYN1
chr11	119340881	119340883	ENSG00000223953	C1QTNF5
chr11	119638198	119638200	ENSG00000110400	NECTIN1
chr11	123885668	123885670	ENSG00000204300	TMEM225
chr11	124752253	124752255	ENSG00000019102	VSIG2
chr11	119381709	119381711	ENSG00000036672	USP2
chr11	130412111	130412113	ENSG00000134917	ADAMTS8
chr11	113875568	113875570	ENSG00000048028	USP28
chr11	133845511	133845513	ENSG00000166118	SPATA19
chr11	128587556	128587558	ENSG00000134954	ETS1
chr11	127000768	127000770	ENSG00000149571	KIRREL3
chr11	83286405	83286407	ENSG00000137500	CCDC90B
chr11	122981832	122981834	ENSG00000188909	BSX
chr11	124897863	124897865	ENSG00000154133	ROBO4
chr11	113475118	113475120	ENSG00000149295	DRD2
chr11	78188624	78188626	ENSG00000188997	KCTD21
chr11	75096874	75096876	ENSG00000171561	OR2AT4
chr11	124936045	124936047	ENSG00000165478	HEPACAM
chr11	90223047	90223049	ENSG00000110172	CHORDC1
chr11	124762288	124762290	ENSG00000149564	ESAM
chr11	117876731	117876733	ENSG00000137726	FXYD6
chr11	134387195	134387197	ENSG00000109956	B3GAT1
chr11	33865149	33865151	ENSG00000135363	LMO2
chr11	118679648	118679650	ENSG00000118094	TREH
chr11	27350422	27350424	ENSG00000109881	CCDC34
chr11	101916520	101916522	ENSG00000187151	ANGPTL5
chr11	113773690	113773692	ENSG00000086827	ZW10
chr11	75452329	75452331	ENSG00000158555	GDPD5
chr11	64246941	64246943	ENSG00000173457	PPP1R14B
chr11	64623994	64623996	ENSG00000110076	NRXN2
chr11	64740881	64740883	ENSG00000068831	RASGRP2
chr11	64748886	64748888	ENSG00000068976	PYGM
chr11	64803212	64803214	ENSG00000168067	MAP4K2
chr11	64878619	64878621	ENSG00000110047	EHD1
chr11	64913393	64913395	ENSG00000110046	ATG2A
chr11	64935891	64935893	ENSG00000149735	GPHA2
chr11	64940644	64940646	ENSG00000168070	MAJIN
chr11	64990271	64990273	ENSG00000168062	BATF2
chr11	64844651	64844653	ENSG00000171219	CDC42BPG
chr11	4804378	4804380	ENSG00000279270	OR52R1
chr11	4924337	4924339	ENSG00000278870	OR51G1
chr11	4955711	4955713	ENSG00000205496	OR51A2
chr11	5059625	5059627	ENSG00000176787	OR52E2
chr11	5227069	5227071	ENSG00000244734	HBB
chr11	5234481	5234483	ENSG00000223609	HBD
chr11	5254781	5254783	ENSG00000284931	
chr11	5254779	5254781	ENSG00000196565	HBG2
chr11	5678432	5678434	ENSG00000239920	
chr11	5269943	5269945	ENSG00000213931	HBE1
chr11	5301944	5301946	ENSG00000183251	OR51B4
chr11	5505611	5505613	ENSG00000167355	OR51B5
chr11	5509955	5509957	ENSG00000175520	UBQLN3
chr11	5516697	5516699	ENSG00000175518	UBQLNL
chr11	5841895	5841897	ENSG00000205409	OR52E6
chr11	5857732	5857734	ENSG00000183269	OR52E8
chr11	5249855	5249857	ENSG00000213934	HBG1
chr11	3218811	3218813	ENSG00000182170	MRGPRG
chr11	3232415	3232417	ENSG00000184350	MRGPRE
chr11	3379131	3379133	ENSG00000005801	ZNF195
chr11	59212925	59212927	ENSG00000197629	MPEG1
chr11	771425	771427	ENSG00000177225	GATD1
chr11	790088	790090	ENSG00000184524	CEND1
chr11	796261	796263	ENSG00000177542	SLC25A22
chr11	842527	842529	ENSG00000177700	POLR2L
chr11	910808	910810	ENSG00000177830	CHID1
chr11	128905695	128905697	ENSG00000174370	C11orf45
chr11	108222636	108222638	ENSG00000149308	NPAT
chr11	108467529	108467531	ENSG00000166323	C11orf65
chr11	111911768	111911770	ENSG00000109846	CRYAB
chr11	112086754	112086756	ENSG00000150779	TIMM8B
chr11	112164072	112164074	ENSG00000150782	IL18
chr11	112260858	112260860	ENSG00000188771	PLET1
chr11	1036716	1036718	ENSG00000184956	MUC6
chr11	54603996	54603998	ENSG00000185926	OR4C46
chr11	5986983	5986985	ENSG00000183313	OR52L1
chr11	35419556	35419558	ENSG00000110436	SLC1A2
chr11	5968288	5968290	ENSG00000188691	OR56A5
chr11	2161202	2161204	ENSG00000254647	INS
chr11	2171803	2171805	ENSG00000180176	TH
chr11	107018474	107018476	ENSG00000152402	GUCY1A2
chr11	6234634	6234636	ENSG00000051009	FAM160A2
chr11	2301916	2301918	ENSG00000110665	C11orf21
chr11	34513792	34513794	ENSG00000135374	ELF5
chr11	77474092	77474094	ENSG00000149269	PAK1
chr11	110296610	110296612	ENSG00000137710	RDX
chr11	94493842	94493844	ENSG00000020922	MRE11
chr11	119423170	119423172	ENSG00000154096	THY1
chr11	134154047	134154049	ENSG00000151503	NCAPD3
chr11	65595806	65595808	ENSG00000173338	KCNK7
chr11	69658428	69658430	ENSG00000149716	LTO1
chr11	63917162	63917164	ENSG00000167771	RCOR2
chr11	64166111	64166113	ENSG00000133315	MACROD1
chr11	1891893	1891895	ENSG00000283787	PRR33
chr11	72007914	72007916	ENSG00000137497	NUMA1
chr11	72103244	72103246	ENSG00000149357	LAMTOR1
chr11	72112702	72112704	ENSG00000110200	ANAPC15
chr11	72241190	72241192	ENSG00000165462	PHOX2A
chr11	2903573	2903575	ENSG00000254827	SLC22A18AS
chr11	2929418	2929420	ENSG00000181649	PHLDA2
chr11	2992375	2992377	ENSG00000205531	NAP1L4
chr11	10509184	10509186	ENSG00000255823	MTRNR2L8
chr11	10541185	10541187	ENSG00000110315	RNF141
chr11	45907270	45907272	ENSG00000234776	C11orf94
chr11	45917875	45917877	ENSG00000121680	PEX16
chr11	46121452	46121454	ENSG00000135365	PHF21A
chr11	95789613	95789615	ENSG00000077458	FAM76B
chr11	65867078	65867080	ENSG00000172638	EFEMP2
chr11	65888469	65888471	ENSG00000172500	FIBP
chr11	65900386	65900388	ENSG00000175592	FOSL1
chr11	65919060	65919062	ENSG00000175573	C11orf68
chr11	66002154	66002156	ENSG00000175376	EIF1AD
chr11	66026477	66026479	ENSG00000175294	CATSPER1
chr11	66049159	66049161	ENSG00000175229	GAL3ST3
chr11	66285333	66285335	ENSG00000174851	YIF1A
chr11	66317042	66317044	ENSG00000174807	CD248
chr11	66336432	66336434	ENSG00000174791	RIN1
chr11	66345117	66345119	ENSG00000174744	BRMS1
chr11	66347627	66347629	ENSG00000174684	B4GAT1
chr11	66371758	66371760	ENSG00000174669	SLC29A2
chr11	61790601	61790603	ENSG00000134825	TMEM258
chr11	61817001	61817003	ENSG00000149485	FADS1
chr11	61892049	61892051	ENSG00000221968	FADS3
chr11	61917564	61917566	ENSG00000167994	RAB3IL1
chr11	114559893	114559895	ENSG00000095110	NXPE1
chr11	114595748	114595750	ENSG00000137634	NXPE4
chr11	117929400	117929402	ENSG00000137747	TMPRSS13
chr11	118088297	118088299	ENSG00000255274	SMIM35
chr11	118225009	118225011	ENSG00000160593	JAML
chr11	118252363	118252365	ENSG00000160588	MPZL3
chr11	118264295	118264297	ENSG00000149573	MPZL2
chr11	95924121	95924123	ENSG00000087053	MTMR2
chr11	57237233	57237235	ENSG00000134817	APLNR
chr11	57324950	57324952	ENSG00000149115	TNKS1BP1
chr11	57335849	57335851	ENSG00000149136	SSRP1
chr11	57381148	57381150	ENSG00000156575	PRG3
chr11	57390648	57390650	ENSG00000186652	PRG2
chr11	57424057	57424059	ENSG00000254979	
chr11	3165308	3165310	ENSG00000021762	OSBPL5
chr11	3057435	3057437	ENSG00000110619	CARS1
chr11	68815501	68815503	ENSG00000110090	CPT1A
chr11	68903784	68903786	ENSG00000197345	MRPL21
chr11	68980984	68980986	ENSG00000172938	MRGPRD
chr11	69013380	69013382	ENSG00000172935	MRGPRF
chr11	71821546	71821548	ENSG00000214534	ZNF705E
chr11	35525621	35525623	ENSG00000149090	PAMR1
chr11	133956966	133956968	ENSG00000080854	IGSF9B
chr11	65129984	65129986	ENSG00000162298	SYVN1
chr11	18726186	18726188	ENSG00000179057	IGSF22
chr11	73761135	73761137	ENSG00000175582	RAB6A
chr11	57408747	57408749	ENSG00000134802	SLC43A3
chr11	14511029	14511031	ENSG00000129084	PSMA1
chr11	107565733	107565735	ENSG00000137760	ALKBH8
chr11	118565808	118565810	ENSG00000118096	IFT46
chr11	74697692	74697694	ENSG00000054938	CHRDL2
chr11	124800671	124800673	ENSG00000120458	MSANTD2
chr11	44951287	44951289	ENSG00000175274	TP53I11
chr11	58575834	58575836	ENSG00000110031	LPXN
chr11	118145431	118145433	ENSG00000177098	SCN4B
chr11	14457884	14457886	ENSG00000129083	COPB1
chr11	13463220	13463222	ENSG00000148925	BTBD10
chr11	118342703	118342705	ENSG00000167286	CD3D
chr11	111838303	111838305	ENSG00000086848	ALG9
chr11	111879423	111879425	ENSG00000258529	
chr11	111879163	111879165	ENSG00000255561	FDXACB1
chr11	63563377	63563379	ENSG00000133328	PLAAT2
chr11	63671374	63671376	ENSG00000184743	ATL3
chr11	63768773	63768775	ENSG00000188070	C11orf95
chr11	18081433	18081435	ENSG00000166788	SAAL1
chr11	18236800	18236802	ENSG00000148965	SAA4
chr11	18248633	18248635	ENSG00000255071	SAA2-SAA4
chr11	18248641	18248643	ENSG00000134339	SAA2
chr11	55994623	55994625	ENSG00000149133	OR5F1
chr11	56160315	56160317	ENSG00000181752	OR8K5
chr11	58228916	58228918	ENSG00000180475	OR10Q1
chr11	56748694	56748696	ENSG00000172457	OR9G4
chr11	58442756	58442758	ENSG00000172362	OR5B12
chr11	56418230	56418232	ENSG00000279961	OR8U3
chr11	56473350	56473352	ENSG00000284732	
chr11	56463399	56463401	ENSG00000150269	OR5M9
chr11	5200680	5200682	ENSG00000176742	OR51V1
chr11	560736	560738	ENSG00000185522	LMNTD2
chr11	615250	615252	ENSG00000185507	IRF7
chr11	624922	624924	ENSG00000099834	CDHR5
chr11	627179	627181	ENSG00000070031	SCT
chr11	7830838	7830840	ENSG00000182334	OR5P3
chr11	7963655	7963657	ENSG00000182261	NLRP10
chr11	123995159	123995161	ENSG00000198674	OR10G6
chr11	62752097	62752099	ENSG00000185670	ZBTB3
chr11	62791741	62791743	ENSG00000168569	TMEM223
chr11	62805468	62805470	ENSG00000162231	NXF1
chr11	62832801	62832803	ENSG00000283268	TEX54
chr11	75430189	75430191	ENSG00000149243	KLHL35
chr11	57647575	57647577	ENSG00000166793	YPEL4
chr11	57712213	57712215	ENSG00000156603	MED19
chr11	117232071	117232073	ENSG00000160613	PCSK7
chr11	36598230	36598232	ENSG00000175097	RAG2
chr11	73876844	73876846	ENSG00000181924	COA4
chr11	74009083	74009085	ENSG00000175564	UCP3
chr11	128867294	128867296	ENSG00000151704	KCNJ1
chr11	67353544	67353546	ENSG00000175482	POLD4
chr11	67373582	67373584	ENSG00000256514	
chr11	67373596	67373598	ENSG00000175505	CLCF1
chr11	67407262	67407264	ENSG00000172531	PPP1CA
chr11	67437680	67437682	ENSG00000213402	PTPRCAP
chr11	67443474	67443476	ENSG00000172725	CORO1B
chr11	67452727	67452729	ENSG00000175514	GPR152
chr11	67469249	67469251	ENSG00000172663	TMEM134
chr11	62832049	62832051	ENSG00000162236	STX5
chr11	126268893	126268895	ENSG00000182934	SRPRA
chr11	10568663	10568665	ENSG00000133800	LYVE1
chr11	10807971	10807973	ENSG00000110321	EIF4G2
chr11	10856216	10856218	ENSG00000236287	ZBED5
chr11	30017028	30017030	ENSG00000182255	KCNA4
chr11	64226148	64226150	ENSG00000149743	TRPT1
chr11	31811119	31811121	ENSG00000007372	PAX6
chr11	108491502	108491504	ENSG00000178202	POGLUT3
chr11	64284637	64284639	ENSG00000002330	BAD
chr11	88337723	88337725	ENSG00000109861	CTSC
chr11	1565934	1565936	ENSG00000184545	DUSP8
chr11	1585281	1585283	ENSG00000205869	KRTAP5-1
chr11	1598292	1598294	ENSG00000205867	KRTAP5-2
chr11	1608461	1608463	ENSG00000196224	KRTAP5-3
chr11	1622136	1622138	ENSG00000241598	KRTAP5-4
chr11	1750593	1750595	ENSG00000244242	IFITM10
chr11	1763952	1763954	ENSG00000250644	
chr11	1763904	1763906	ENSG00000117984	CTSD
chr11	66438846	66438848	ENSG00000174547	MRPL11
chr11	66546034	66546036	ENSG00000174165	ZDHHC24
chr11	47352700	47352702	ENSG00000134571	MYBPC3
chr11	47378545	47378547	ENSG00000066336	SPI1
chr11	47441729	47441731	ENSG00000165917	RAPSN
chr11	47553115	47553117	ENSG00000149187	CELF1
chr11	47578954	47578956	ENSG00000123444	KBTBD4
chr11	47594409	47594411	ENSG00000172247	C1QTNF4
chr11	47642450	47642452	ENSG00000109919	MTCH2
chr11	47690368	47690370	ENSG00000165923	AGBL2
chr11	47767339	47767341	ENSG00000109920	FNBP4
chr11	74398431	74398433	ENSG00000165434	PGM2L1
chr11	74493722	74493724	ENSG00000175536	LIPT2
chr11	74467547	74467549	ENSG00000175538	KCNE3
chr11	66568573	66568575	ENSG00000174080	CTSF
chr11	57515700	57515702	ENSG00000149150	SLC43A1
chr11	57530752	57530754	ENSG00000134809	TIMM10
chr11	57568282	57568284	ENSG00000156587	UBE2L6
chr11	57751374	57751376	ENSG00000233436	BTBD18
chr11	118176637	118176639	ENSG00000149575	SCN2B
chr11	65557957	65557959	ENSG00000168056	LTBP3
chr11	63490937	63490939	ENSG00000168004	PLAAT5
chr11	114400415	114400417	ENSG00000180425	C11orf71
chr11	115198438	115198440	ENSG00000182985	CADM1
chr11	14971199	14971201	ENSG00000110680	CALCA
chr11	73982841	73982843	ENSG00000175567	UCP2
chr11	130916477	130916479	ENSG00000120451	SNX19
chr11	73598187	73598189	ENSG00000054965	FAM168A
chr11	14892229	14892231	ENSG00000186104	CYP2R1
chr11	60243135	60243137	ENSG00000214787	MS4A4E
chr11	102780626	102780628	ENSG00000166670	MMP10
chr11	65720484	65720486	ENSG00000172922	RNASEH2C
chr11	65780974	65780976	ENSG00000254470	AP5B1
chr11	65824101	65824103	ENSG00000172757	CFL1
chr11	93197989	93197991	ENSG00000180773	SLC36A4
chr11	102792835	102792837	ENSG00000196611	MMP1
chr11	30586279	30586281	ENSG00000066382	MPPED2
chr11	125778826	125778828	ENSG00000196844	PATE2
chr11	125896328	125896330	ENSG00000110060	PUS3
chr11	126211648	126211650	ENSG00000165526	RPUSD4
chr11	60947817	60947819	ENSG00000110446	SLC15A3
chr11	3641990	3641992	ENSG00000167311	ART5
chr11	3671382	3671384	ENSG00000129749	CHRNA10
chr11	3679685	3679687	ENSG00000110713	NUP98
chr11	3840957	3840959	ENSG00000177105	RHOG
chr11	71252575	71252577	ENSG00000162105	SHANK2
chr11	82733862	82733864	ENSG00000182103	FAM181B
chr11	82900428	82900430	ENSG00000137509	PRCP
chr11	83071460	83071462	ENSG00000137502	RAB30
chr11	207381	207383	ENSG00000177951	BET1L
chr11	236340	236342	ENSG00000142082	SIRT3
chr11	299524	299526	ENSG00000206013	IFITM5
chr11	406368	406370	ENSG00000185187	SIGIRR
chr11	429756	429758	ENSG00000185101	ANO9
chr11	123641122	123641124	ENSG00000166257	SCN3B
chr11	123741658	123741660	ENSG00000166261	ZNF202
chr11	85686193	85686195	ENSG00000179071	CCDC89
chr11	85758067	85758069	ENSG00000137501	SYTL2
chr11	84317337	84317339	ENSG00000150672	DLG2
chr11	320492	320494	ENSG00000142089	IFITM3
chr11	77994666	77994668	ENSG00000149262	INTS4
chr11	78023274	78023276	ENSG00000151364	KCTD14
chr11	78079842	78079844	ENSG00000259112	NDUFC2-KCTD14
chr11	78079860	78079862	ENSG00000151366	NDUFC2
chr11	6603614	6603616	ENSG00000132275	RRP8
chr11	6612214	6612216	ENSG00000166337	TAF10
chr11	6683338	6683340	ENSG00000158042	MRPL17
chr11	6655807	6655809	ENSG00000166341	DCHS1
chr11	78139646	78139648	ENSG00000159063	ALG8
chr11	76670745	76670747	ENSG00000137507	LRRC32
chr11	74170790	74170792	ENSG00000168014	C2CD3
chr11	96389915	96389917	ENSG00000149231	CCDC82
chr11	130002833	130002835	ENSG00000170325	PRDM10
chr11	64778467	64778469	ENSG00000168066	SF1
chr11	8932945	8932947	ENSG00000176029	C11orf16
chr11	8938209	8938211	ENSG00000176009	ASCL3
chr11	8964440	8964442	ENSG00000175348	TMEM9B
chr11	9003999	9004001	ENSG00000175352	NRIP3
chr11	9091597	9091599	ENSG00000175356	SCUBE2
chr11	9265348	9265350	ENSG00000184014	DENND5A
chr11	9314565	9314567	ENSG00000166471	TMEM41B
chr11	61161424	61161426	ENSG00000167987	VPS37C
chr11	61295089	61295091	ENSG00000167992	VWCE
chr11	61333103	61333105	ENSG00000167986	DDB1
chr11	61362281	61362283	ENSG00000162144	CYB561A3
chr11	61429909	61429911	ENSG00000149532	CPSF7
chr11	62591635	62591637	ENSG00000149016	TUT1
chr11	62601863	62601865	ENSG00000149480	MTA2
chr11	62603736	62603738	ENSG00000149499	EML3
chr11	62621984	62621986	ENSG00000149541	B3GAT3
chr11	62646600	62646602	ENSG00000089597	GANAB
chr11	62653300	62653302	ENSG00000185085	INTS5
chr11	62665176	62665178	ENSG00000255432	
chr11	62665179	62665181	ENSG00000278615	C11orf98
chr11	62671767	62671769	ENSG00000162194	LBHD1
chr11	62679053	62679055	ENSG00000162191	UBXN1
chr11	62689528	62689530	ENSG00000177363	LRRN4CL
chr11	62727382	62727384	ENSG00000234857	HNRNPUL2-BSCL2
chr11	62727455	62727457	ENSG00000214753	HNRNPUL2
chr11	62921361	62921363	ENSG00000168539	CHRM1
chr11	10294205	10294207	ENSG00000133812	SBF2
