gene	distance	cell
ENSG00000198553	408461	IMR90
ENSG00000186047	383825	IMR90
ENSG00000186047	313953	IMR90
ENSG00000186047	111769	IMR90
ENSG00000139668	12343	IMR90
ENSG00000253797	1851	IMR90
ENSG00000136114	8743	IMR90
ENSG00000139675	47462	IMR90
ENSG00000139675	42952	IMR90
ENSG00000204919	1821791	IMR90
ENSG00000204919	628276	IMR90
ENSG00000139734	1173230	IMR90
ENSG00000139734	231997	IMR90
ENSG00000197991	206719	IMR90
ENSG00000197991	863012	IMR90
ENSG00000237378	87588	IMR90
ENSG00000184226	332211	IMR90
ENSG00000184226	237512	IMR90
ENSG00000184226	147165	IMR90
ENSG00000184226	560849	IMR90
ENSG00000150361	998343	IMR90
ENSG00000150361	702902	IMR90
ENSG00000276644	382744	IMR90
ENSG00000276644	230194	IMR90
ENSG00000136122	26202	IMR90
ENSG00000083535	18960	IMR90
ENSG00000102554	20868	IMR90
ENSG00000102554	458770	IMR90
ENSG00000118922	529932	IMR90
ENSG00000118922	23718	IMR90
ENSG00000136111	151673	IMR90
ENSG00000118939	20083	IMR90
ENSG00000118939	22104	IMR90
ENSG00000136153	544096	IMR90
ENSG00000178695	363933	IMR90
ENSG00000152192	93201	IMR90
ENSG00000102471	10744	IMR90
ENSG00000102471	159580	IMR90
ENSG00000102471	311621	IMR90
ENSG00000136158	65903	IMR90
ENSG00000178235	59219	IMR90
ENSG00000184564	690709	IMR90
ENSG00000184564	65776	IMR90
ENSG00000184564	784145	IMR90
ENSG00000165300	622542	IMR90
ENSG00000165300	657959	IMR90
ENSG00000165300	1565965	IMR90
ENSG00000179399	1047374	IMR90
ENSG00000179399	806333	IMR90
ENSG00000183098	909102	IMR90
ENSG00000183098	8758	IMR90
ENSG00000080166	133865	IMR90
ENSG00000134873	79475	IMR90
ENSG00000102580	71349	IMR90
ENSG00000139793	84489	IMR90
ENSG00000139797	13400	IMR90
ENSG00000102572	82568	IMR90
ENSG00000088386	81737	IMR90
ENSG00000134882	49586	IMR90
ENSG00000134882	25585	IMR90
ENSG00000169508	3393	IMR90
ENSG00000175198	38222	IMR90
ENSG00000175198	3850	IMR90
ENSG00000175198	169818	IMR90
ENSG00000125247	124145	IMR90
ENSG00000102452	23412	IMR90
ENSG00000139780	7151	IMR90
ENSG00000125255	938142	IMR90
ENSG00000204442	590913	IMR90
ENSG00000204442	172416	IMR90
ENSG00000041515	376423	IMR90
ENSG00000134871	182507	IMR90
ENSG00000153487	97838	IMR90
ENSG00000088448	44509	IMR90
ENSG00000088448	37149	IMR90
ENSG00000088448	94261	IMR90
ENSG00000153498	21912	IMR90
ENSG00000185896	8018	IMR90
ENSG00000183087	14076	IMR90
ENSG00000185989	8975	IMR90
ENSG00000198824	29403	IMR90
ENSG00000187537	84210	IMR90
ENSG00000181562	5930	IMR90
ENSG00000165792	16453	IMR90
ENSG00000165799	56	IMR90
ENSG00000165804	933	IMR90
ENSG00000129562	37690	IMR90
ENSG00000157227	2585	IMR90
ENSG00000157227	12689	IMR90
ENSG00000100867	1589	IMR90
ENSG00000100867	40281	IMR90
ENSG00000205978	2394	IMR90
ENSG00000100448	33658	IMR90
ENSG00000139910	139314	IMR90
ENSG00000092140	305795	IMR90
ENSG00000129480	4870	IMR90
ENSG00000100852	54752	IMR90
ENSG00000100852	9868	IMR90
ENSG00000151320	15951	IMR90
ENSG00000151320	20045	IMR90
ENSG00000151320	230794	IMR90
ENSG00000151322	267973	IMR90
ENSG00000165389	163986	IMR90
ENSG00000165410	30709	IMR90
ENSG00000198604	33856	IMR90
ENSG00000100902	63890	IMR90
ENSG00000100906	18758	IMR90
ENSG00000168348	38600	IMR90
ENSG00000198807	163296	IMR90
ENSG00000129514	114051	IMR90
ENSG00000139865	21043	IMR90
ENSG00000100934	17308	IMR90
ENSG00000165379	537223	IMR90
ENSG00000189139	398489	IMR90
ENSG00000151748	64847	IMR90
ENSG00000100503	9223	IMR90
ENSG00000100505	27362	IMR90
ENSG00000139921	117162	IMR90
ENSG00000139926	93334	IMR90
ENSG00000139926	55798	IMR90
ENSG00000186469	56538	IMR90
ENSG00000087303	11321	IMR90
ENSG00000180998	49109	IMR90
ENSG00000100523	338406	IMR90
ENSG00000100523	356744	IMR90
ENSG00000100523	401344	IMR90
ENSG00000126787	21163	IMR90
ENSG00000126787	27424	IMR90
ENSG00000182521	42598	IMR90
ENSG00000165588	143710	IMR90
ENSG00000053770	7310	IMR90
ENSG00000032219	9997	IMR90
ENSG00000196860	14073	IMR90
ENSG00000100612	9591	IMR90
ENSG00000126814	101433	IMR90
ENSG00000027075	61236	IMR90
ENSG00000027075	41615	IMR90
ENSG00000258989	5065	IMR90
ENSG00000258989	57884	IMR90
ENSG00000139973	152968	IMR90
ENSG00000140015	352971	IMR90
ENSG00000054654	11473	IMR90
ENSG00000140009	233476	IMR90
ENSG00000257365	18493	IMR90
ENSG00000196553	306923	IMR90
ENSG00000171723	3518	IMR90
ENSG00000172717	256322	IMR90
ENSG00000198133	37074	IMR90
ENSG00000182185	41004	IMR90
ENSG00000072110	8778	IMR90
ENSG00000139990	84379	IMR90
ENSG00000100632	29232	IMR90
ENSG00000100647	1236	IMR90
ENSG00000100650	13141	IMR90
ENSG00000198732	156832	IMR90
ENSG00000139985	30164	IMR90
ENSG00000100731	41937	IMR90
ENSG00000100731	34596	IMR90
ENSG00000100731	1681	IMR90
ENSG00000100731	169015	IMR90
ENSG00000197555	243483	IMR90
ENSG00000182732	157972	IMR90
ENSG00000182732	145912	IMR90
ENSG00000119725	13273	IMR90
ENSG00000187097	10560	IMR90
ENSG00000119630	2162	IMR90
ENSG00000170348	45226	IMR90
ENSG00000119715	82822	IMR90
ENSG00000071246	20255	IMR90
ENSG00000100565	92319	IMR90
ENSG00000119669	90175	IMR90
ENSG00000119669	89000	IMR90
ENSG00000119669	69060	IMR90
ENSG00000100577	21468	IMR90
ENSG00000021645	870286	IMR90
ENSG00000021645	989123	IMR90
ENSG00000185070	1957	IMR90
ENSG00000054983	765812	IMR90
ENSG00000100722	54197	IMR90
ENSG00000053254	38464	IMR90
ENSG00000053254	159403	IMR90
ENSG00000053254	247852	IMR90
ENSG00000053254	328933	IMR90
ENSG00000119720	21103	IMR90
ENSG00000198668	4894	IMR90
ENSG00000165914	54589	IMR90
ENSG00000165914	67295	IMR90
ENSG00000015133	106783	IMR90
ENSG00000100796	419	IMR90
ENSG00000183648	17984	IMR90
ENSG00000100599	84620	IMR90
ENSG00000100600	111740	IMR90
ENSG00000168398	26073	IMR90
ENSG00000168398	2729	IMR90
ENSG00000258691	11134	IMR90
ENSG00000090060	20670	IMR90
ENSG00000127152	59887	IMR90
ENSG00000090061	2894	IMR90
ENSG00000090061	37585	IMR90
ENSG00000168350	12514	IMR90
ENSG00000140107	2527	IMR90
ENSG00000176473	21670	IMR90
ENSG00000254656	7127	IMR90
ENSG00000080823	34625	IMR90
ENSG00000166126	64479	IMR90
ENSG00000100664	88791	IMR90
ENSG00000100664	24311	IMR90
ENSG00000140104	2714	IMR90
ENSG00000226174	43839	IMR90
ENSG00000278522	157065	IMR90
ENSG00000273749	28641	IMR90
ENSG00000128739	35011	IMR90
ENSG00000214265	30263	IMR90
ENSG00000214265	179417	IMR90
ENSG00000206190	209780	IMR90
ENSG00000206190	259503	IMR90
ENSG00000182256	493850	IMR90
ENSG00000104044	404230	IMR90
ENSG00000104059	120018	IMR90
ENSG00000104067	75830	IMR90
ENSG00000134160	48998	IMR90
ENSG00000169926	57704	IMR90
ENSG00000248905	80283	IMR90
ENSG00000248905	48635	IMR90
ENSG00000215252	57116	IMR90
ENSG00000159248	22118	IMR90
ENSG00000134146	153943	IMR90
ENSG00000134146	24439	IMR90
ENSG00000134146	29613	IMR90
ENSG00000134146	97213	IMR90
ENSG00000134146	457604	IMR90
ENSG00000186073	573453	IMR90
ENSG00000186073	469006	IMR90
ENSG00000186073	448314	IMR90
ENSG00000186073	110333	IMR90
ENSG00000186073	63798	IMR90
ENSG00000172575	149933	IMR90
ENSG00000137801	276611	IMR90
ENSG00000137801	24188	IMR90
ENSG00000166073	77192	IMR90
ENSG00000140319	36373	IMR90
ENSG00000259330	1175	IMR90
ENSG00000259330	4407	IMR90
ENSG00000169105	476	IMR90
ENSG00000128908	78709	IMR90
ENSG00000178997	22604	IMR90
ENSG00000137815	2890	IMR90
ENSG00000159433	11671	IMR90
ENSG00000140326	65215	IMR90
ENSG00000104131	282	IMR90
ENSG00000104133	17478	IMR90
ENSG00000140279	6335	IMR90
ENSG00000188467	87719	IMR90
ENSG00000103995	17871	IMR90
ENSG00000255302	9692	IMR90
ENSG00000156958	110324	IMR90
ENSG00000140285	83127	IMR90
ENSG00000104047	4506	IMR90
ENSG00000104047	68484	IMR90
ENSG00000138600	12140	IMR90
ENSG00000183578	24500	IMR90
ENSG00000138594	34703	IMR90
ENSG00000137875	44757	IMR90
ENSG00000137875	35439	IMR90
ENSG00000128833	39042	IMR90
ENSG00000128833	44811	IMR90
ENSG00000128989	10572	IMR90
ENSG00000047346	78193	IMR90
ENSG00000137876	33772	IMR90
ENSG00000069974	13644	IMR90
ENSG00000151575	38332	IMR90
ENSG00000151575	3149	IMR90
ENSG00000138587	64402	IMR90
ENSG00000137871	51593	IMR90
ENSG00000285253	19093	IMR90
ENSG00000140262	148858	IMR90
ENSG00000128849	225543	IMR90
ENSG00000255529	31739	IMR90
ENSG00000103569	71957	IMR90
ENSG00000137845	15757	IMR90
ENSG00000128923	41329	IMR90
ENSG00000171989	40651	IMR90
ENSG00000140297	24525	IMR90
ENSG00000140307	982	IMR90
ENSG00000140299	8374	IMR90
ENSG00000171956	54868	IMR90
ENSG00000171956	100035	IMR90
ENSG00000182718	958	IMR90
ENSG00000128915	43994	IMR90
ENSG00000069667	319977	IMR90
ENSG00000205502	97217	IMR90
ENSG00000140416	323746	IMR90
ENSG00000140416	144862	IMR90
ENSG00000185088	1323	IMR90
ENSG00000074410	46489	IMR90
ENSG00000169118	842	IMR90
ENSG00000180304	95040	IMR90
ENSG00000166831	5944	IMR90
ENSG00000166831	25332	IMR90
ENSG00000138617	14395	IMR90
ENSG00000103769	6681	IMR90
ENSG00000103769	87764	IMR90
ENSG00000174442	19031	IMR90
ENSG00000103591	88013	IMR90
ENSG00000169018	10755	IMR90
ENSG00000140332	214746	IMR90
ENSG00000137831	27045	IMR90
ENSG00000187720	46140	IMR90
ENSG00000187720	267101	IMR90
ENSG00000278570	182365	IMR90
ENSG00000278570	131839	IMR90
ENSG00000278570	13657	IMR90
ENSG00000175318	5273	IMR90
ENSG00000067225	898	IMR90
ENSG00000166233	26257	IMR90
ENSG00000140463	15374	IMR90
ENSG00000067141	113948	IMR90
ENSG00000183324	80709	IMR90
ENSG00000129009	27719	IMR90
ENSG00000138629	34856	IMR90
ENSG00000140478	8172	IMR90
ENSG00000140365	26052	IMR90
ENSG00000169375	8141	IMR90
ENSG00000173546	18438	IMR90
ENSG00000140374	48201	IMR90
ENSG00000159556	97754	IMR90
ENSG00000173517	107146	IMR90
ENSG00000140382	85146	IMR90
ENSG00000169783	105418	IMR90
ENSG00000166411	15567	IMR90
ENSG00000117971	70318	IMR90
ENSG00000140379	31918	IMR90
ENSG00000103876	15835	IMR90
ENSG00000259417	10489	IMR90
ENSG00000172379	80997	IMR90
ENSG00000188869	58827	IMR90
ENSG00000183496	165241	IMR90
ENSG00000183496	157328	IMR90
ENSG00000183496	23570	IMR90
ENSG00000183496	1485	IMR90
ENSG00000103723	42226	IMR90
ENSG00000166503	38896	IMR90
ENSG00000184206	49772	IMR90
ENSG00000166716	25720	IMR90
ENSG00000156222	5485	IMR90
ENSG00000183655	177319	IMR90
ENSG00000183655	123510	IMR90
ENSG00000183655	30507	IMR90
ENSG00000140538	890279	IMR90
ENSG00000172183	68596	IMR90
ENSG00000140511	5949	IMR90
ENSG00000140519	84674	IMR90
ENSG00000140575	44202	IMR90
ENSG00000140577	39880	IMR90
ENSG00000140557	245699	IMR90
ENSG00000279765	80800	IMR90
ENSG00000173575	30314	IMR90
ENSG00000173575	49550	IMR90
ENSG00000140563	995419	IMR90
ENSG00000185551	1037748	IMR90
ENSG00000185551	635976	IMR90
ENSG00000185551	17717	IMR90
ENSG00000140443	29701	IMR90
ENSG00000183571	103958	IMR90
ENSG00000103852	71443	IMR90
ENSG00000168904	12776	IMR90
ENSG00000168904	19141	IMR90
ENSG00000183060	234402	IMR90
ENSG00000183475	59721	IMR90
ENSG00000131873	116722	IMR90
ENSG00000197562	1206	IMR90
ENSG00000103269	2205	IMR90
ENSG00000187535	9935	IMR90
ENSG00000167971	1908	IMR90
ENSG00000205923	1780	IMR90
ENSG00000167978	12173	IMR90
ENSG00000059122	4144	IMR90
ENSG00000130182	949	IMR90
ENSG00000122386	5587	IMR90
ENSG00000005339	40954	IMR90
ENSG00000185739	100965	IMR90
ENSG00000185739	66642	IMR90
ENSG00000126603	12653	IMR90
ENSG00000153443	23566	IMR90
ENSG00000102858	9332	IMR90
ENSG00000166246	11073	IMR90
ENSG00000118898	39359	IMR90
ENSG00000078328	166077	IMR90
ENSG00000166676	15667	IMR90
ENSG00000038532	51035	IMR90
ENSG00000175643	59393	IMR90
ENSG00000175646	24581	IMR90
ENSG00000189067	89183	IMR90
ENSG00000189067	24034	IMR90
ENSG00000122299	423	IMR90
ENSG00000171490	28505	IMR90
ENSG00000103381	264950	IMR90
ENSG00000237515	38591	IMR90
ENSG00000186260	235592	IMR90
ENSG00000140694	229411	IMR90
ENSG00000103512	19020	IMR90
ENSG00000183793	111357	IMR90
ENSG00000103222	62288	IMR90
ENSG00000103226	18718	IMR90
ENSG00000103489	44449	IMR90
ENSG00000185164	18643	IMR90
ENSG00000102897	33570	IMR90
ENSG00000155714	2231	IMR90
ENSG00000175267	26893	IMR90
ENSG00000243716	25422	IMR90
ENSG00000006116	125416	IMR90
ENSG00000140750	11340	IMR90
ENSG00000155592	21747	IMR90
ENSG00000182601	137810	IMR90
ENSG00000234186	43528	IMR90
ENSG00000169189	14366	IMR90
ENSG00000103522	6497	IMR90
ENSG00000103522	12486	IMR90
ENSG00000047578	173603	IMR90
ENSG00000169181	69522	IMR90
ENSG00000176046	1466	IMR90
ENSG00000255524	6782	IMR90
ENSG00000196296	21521	IMR90
ENSG00000254206	152260	IMR90
ENSG00000169203	28706	IMR90
ENSG00000197471	19310	IMR90
ENSG00000175938	1049	IMR90
ENSG00000169896	10502	IMR90
ENSG00000169896	13708	IMR90
ENSG00000069345	70945	IMR90
ENSG00000171208	84437	IMR90
ENSG00000102893	1425	IMR90
ENSG00000102893	151572	IMR90
ENSG00000140798	296372	IMR90
ENSG00000121274	13935	IMR90
ENSG00000103449	161975	IMR90
ENSG00000277639	41102	IMR90
ENSG00000277639	10843	IMR90
ENSG00000103479	55471	IMR90
ENSG00000103494	184671	IMR90
ENSG00000103494	222341	IMR90
ENSG00000087253	31328	IMR90
ENSG00000288725	20676	IMR90
ENSG00000125107	16500	IMR90
ENSG00000125166	950690	IMR90
ENSG00000125166	1254458	IMR90
ENSG00000150394	88041	IMR90
ENSG00000150394	12355	IMR90
ENSG00000140937	683759	IMR90
ENSG00000140937	22091	IMR90
ENSG00000179776	597162	IMR90
ENSG00000179776	357521	IMR90
ENSG00000179776	178272	IMR90
ENSG00000183723	53282	IMR90
ENSG00000166592	2123	IMR90
ENSG00000038358	2016	IMR90
ENSG00000159792	17013	IMR90
ENSG00000124067	1926	IMR90
ENSG00000072736	6919	IMR90
ENSG00000072736	26602	IMR90
ENSG00000103064	11196	IMR90
ENSG00000103047	93198	IMR90
ENSG00000102908	29474	IMR90
ENSG00000157368	701	IMR90
ENSG00000132613	2483	IMR90
ENSG00000103043	86767	IMR90
ENSG00000182149	9104	IMR90
ENSG00000140836	276711	IMR90
ENSG00000140836	7501	IMR90
ENSG00000140839	9841	IMR90
ENSG00000103089	12600	IMR90
ENSG00000103089	22361	IMR90
ENSG00000103089	28563	IMR90
ENSG00000103091	117201	IMR90
ENSG00000166816	29271	IMR90
ENSG00000183196	9050	IMR90
ENSG00000135702	15951	IMR90
ENSG00000284484	8159	IMR90
ENSG00000283755	176908	IMR90
ENSG00000166509	30272	IMR90
ENSG00000166509	26177	IMR90
ENSG00000168589	309368	IMR90
ENSG00000153815	54726	IMR90
ENSG00000140945	6971	IMR90
ENSG00000140945	499214	IMR90
ENSG00000230989	170747	IMR90
ENSG00000230989	39700	IMR90
ENSG00000103196	22672	IMR90
ENSG00000131149	16505	IMR90
ENSG00000131149	34729	IMR90
ENSG00000131149	190932	IMR90
ENSG00000140968	226118	IMR90
ENSG00000103241	7704	IMR90
ENSG00000176678	2569	IMR90
ENSG00000176678	10132	IMR90
ENSG00000176678	99783	IMR90
ENSG00000176678	189203	IMR90
ENSG00000225614	166705	IMR90
ENSG00000225614	158582	IMR90
ENSG00000225614	84551	IMR90
ENSG00000129993	33102	IMR90
ENSG00000176715	38952	IMR90
ENSG00000129910	21284	IMR90
ENSG00000288715	98798	IMR90
ENSG00000288715	22778	IMR90
ENSG00000288715	23646	IMR90
ENSG00000167522	31367	IMR90
ENSG00000167522	8441	IMR90
ENSG00000015413	12532	IMR90
ENSG00000187624	3834	IMR90
ENSG00000167693	20868	IMR90
ENSG00000167693	23480	IMR90
ENSG00000167693	39871	IMR90
ENSG00000177370	27380	IMR90
ENSG00000186532	5463	IMR90
ENSG00000185924	27472	IMR90
ENSG00000262628	137209	IMR90
ENSG00000108381	3988	IMR90
ENSG00000074755	20315	IMR90
ENSG00000185722	44275	IMR90
ENSG00000183018	16843	IMR90
ENSG00000141503	20965	IMR90
ENSG00000285471	55151	IMR90
ENSG00000256806	3301	IMR90
ENSG00000182896	525	IMR90
ENSG00000181222	21378	IMR90
ENSG00000133026	49104	IMR90
ENSG00000006788	166897	IMR90
ENSG00000141052	2537	IMR90
ENSG00000006744	244	IMR90
ENSG00000006744	81212	IMR90
ENSG00000006744	157219	IMR90
ENSG00000223510	47104	IMR90
ENSG00000125430	318839	IMR90
ENSG00000259024	22826	IMR90
ENSG00000170425	18530	IMR90
ENSG00000266302	111131	IMR90
ENSG00000133030	22061	IMR90
ENSG00000133030	10118	IMR90
ENSG00000179598	16422	IMR90
ENSG00000205309	6618	IMR90
ENSG00000171916	37466	IMR90
ENSG00000189152	22027	IMR90
ENSG00000072134	27336	IMR90
ENSG00000072134	15638	IMR90
ENSG00000108602	4736	IMR90
ENSG00000108599	8936	IMR90
ENSG00000128487	198746	IMR90
ENSG00000128487	214856	IMR90
ENSG00000184185	228	IMR90
ENSG00000184185	19892	IMR90
ENSG00000109046	37110	IMR90
ENSG00000109084	99916	IMR90
ENSG00000109084	36146	IMR90
ENSG00000076604	693	IMR90
ENSG00000198720	2375	IMR90
ENSG00000141298	73755	IMR90
ENSG00000126653	74411	IMR90
ENSG00000108587	4481	IMR90
ENSG00000176390	110143	IMR90
ENSG00000196712	22433	IMR90
ENSG00000126861	523	IMR90
ENSG00000131242	51959	IMR90
ENSG00000126858	13706	IMR90
ENSG00000010244	43943	IMR90
ENSG00000108684	290138	IMR90
ENSG00000141161	11811	IMR90
ENSG00000154760	12473	IMR90
ENSG00000275410	79591	IMR90
ENSG00000278845	42273	IMR90
ENSG00000204952	12413	IMR90
ENSG00000204952	79151	IMR90
ENSG00000161381	5820	IMR90
ENSG00000141738	12110	IMR90
ENSG00000108344	1049	IMR90
ENSG00000108352	17137	IMR90
ENSG00000131746	9129	IMR90
ENSG00000126353	27077	IMR90
ENSG00000126353	22246	IMR90
ENSG00000126353	17455	IMR90
ENSG00000128422	2945	IMR90
ENSG00000267221	987	IMR90
ENSG00000177469	15351	IMR90
ENSG00000131462	21474	IMR90
ENSG00000175906	37635	IMR90
ENSG00000161649	25179	IMR90
ENSG00000161654	10365	IMR90
ENSG00000125319	10781	IMR90
ENSG00000087152	2154	IMR90
ENSG00000186566	20872	IMR90
ENSG00000186566	14481	IMR90
ENSG00000186566	33390	IMR90
ENSG00000172992	8812	IMR90
ENSG00000172992	12091	IMR90
ENSG00000172992	13129	IMR90
ENSG00000161714	4550	IMR90
ENSG00000184361	22046	IMR90
ENSG00000228696	46277	IMR90
ENSG00000073969	34918	IMR90
ENSG00000141279	10568	IMR90
ENSG00000005884	6530	IMR90
ENSG00000108821	9331	IMR90
ENSG00000108826	893	IMR90
ENSG00000167117	19491	IMR90
ENSG00000173714	28541	IMR90
ENSG00000141232	83087	IMR90
ENSG00000141232	87731	IMR90
ENSG00000011258	15255	IMR90
ENSG00000154975	39261	IMR90
ENSG00000141200	205820	IMR90
ENSG00000108924	43847	IMR90
ENSG00000108960	60834	IMR90
ENSG00000153930	340418	IMR90
ENSG00000183691	233852	IMR90
ENSG00000214226	77247	IMR90
ENSG00000121064	24823	IMR90
ENSG00000153944	59351	IMR90
ENSG00000166329	220865	IMR90
ENSG00000181610	17967	IMR90
ENSG00000136450	32717	IMR90
ENSG00000108384	619	IMR90
ENSG00000068097	3450	IMR90
ENSG00000170832	118856	IMR90
ENSG00000141371	46746	IMR90
ENSG00000062725	3518	IMR90
ENSG00000062725	18228	IMR90
ENSG00000141376	9052	IMR90
ENSG00000141376	103882	IMR90
ENSG00000141376	167975	IMR90
ENSG00000121068	114774	IMR90
ENSG00000121068	26084	IMR90
ENSG00000121068	12088	IMR90
ENSG00000253506	31130	IMR90
ENSG00000108510	78317	IMR90
ENSG00000146872	29050	IMR90
ENSG00000173838	13218	IMR90
ENSG00000173838	21331	IMR90
ENSG00000173838	28796	IMR90
ENSG00000170921	3994	IMR90
ENSG00000170921	78746	IMR90
ENSG00000170921	172381	IMR90
ENSG00000108622	8723	IMR90
ENSG00000108854	88941	IMR90
ENSG00000176809	41588	IMR90
ENSG00000176809	55240	IMR90
ENSG00000120063	1902	IMR90
ENSG00000154240	191156	IMR90
ENSG00000075429	206104	IMR90
ENSG00000198265	31444	IMR90
ENSG00000154217	130416	IMR90
ENSG00000141337	10368	IMR90
ENSG00000141337	4661	IMR90
ENSG00000108950	139398	IMR90
ENSG00000108984	15672	IMR90
ENSG00000108984	192490	IMR90
ENSG00000153822	206929	IMR90
ENSG00000125398	662379	IMR90
ENSG00000125398	237423	IMR90
ENSG00000179604	30884	IMR90
ENSG00000069188	29744	IMR90
ENSG00000109062	9986	IMR90
ENSG00000132478	662	IMR90
ENSG00000161544	13422	IMR90
ENSG00000070731	5505	IMR90
ENSG00000184640	5483	IMR90
ENSG00000078687	74158	IMR90
ENSG00000055483	6424	IMR90
ENSG00000167280	153375	IMR90
ENSG00000173894	17704	IMR90
ENSG00000167291	65737	IMR90
ENSG00000171246	26550	IMR90
ENSG00000141564	149219	IMR90
ENSG00000176108	140398	IMR90
ENSG00000224877	298	IMR90
ENSG00000157637	11087	IMR90
ENSG00000266074	21380	IMR90
ENSG00000185624	9730	IMR90
ENSG00000176155	27151	IMR90
ENSG00000141568	23542	IMR90
ENSG00000141568	14960	IMR90
ENSG00000141580	52820	IMR90
ENSG00000141579	36084	IMR90
ENSG00000176845	158096	IMR90
ENSG00000079101	7801	IMR90
ENSG00000176890	363	IMR90
ENSG00000101577	61643	IMR90
ENSG00000118680	43822	IMR90
ENSG00000170579	19036	IMR90
ENSG00000170579	35817	IMR90
ENSG00000170579	43833	IMR90
ENSG00000101680	82535	IMR90
ENSG00000173482	160947	IMR90
ENSG00000173482	166310	IMR90
ENSG00000173482	221759	IMR90
ENSG00000168502	18836	IMR90
ENSG00000178127	115001	IMR90
ENSG00000178127	47391	IMR90
ENSG00000128791	44257	IMR90
ENSG00000017797	38466	IMR90
ENSG00000101558	19505	IMR90
ENSG00000101558	180350	IMR90
ENSG00000154856	244831	IMR90
ENSG00000134265	32669	IMR90
ENSG00000154864	377465	IMR90
ENSG00000176014	2298	IMR90
ENSG00000128789	13709	IMR90
ENSG00000175354	4133	IMR90
ENSG00000141446	130421	IMR90
ENSG00000101752	29694	IMR90
ENSG00000141448	93219	IMR90
ENSG00000212710	176316	IMR90
ENSG00000134490	50312	IMR90
ENSG00000134490	86128	IMR90
ENSG00000141452	11593	IMR90
ENSG00000053747	7047	IMR90
ENSG00000168234	108895	IMR90
ENSG00000198795	180871	IMR90
ENSG00000141380	6964	IMR90
ENSG00000134504	178969	IMR90
ENSG00000134762	614394	IMR90
ENSG00000141437	47209	IMR90
ENSG00000141441	1659	IMR90
ENSG00000141441	21374	IMR90
ENSG00000141441	95897	IMR90
ENSG00000141431	17004	IMR90
ENSG00000186812	61159	IMR90
ENSG00000186496	59027	IMR90
ENSG00000141428	110275	IMR90
ENSG00000141424	39874	IMR90
ENSG00000141424	4131	IMR90
ENSG00000078142	1738851	IMR90
ENSG00000078142	1088668	IMR90
ENSG00000078142	129949	IMR90
ENSG00000132872	497078	IMR90
ENSG00000152217	109185	IMR90
ENSG00000141469	39743	IMR90
ENSG00000197046	18338	IMR90
ENSG00000152229	38332	IMR90
ENSG00000152229	2042	IMR90
ENSG00000167210	104295	IMR90
ENSG00000101638	25024	IMR90
ENSG00000167216	48874	IMR90
ENSG00000167216	39758	IMR90
ENSG00000184828	192592	IMR90
ENSG00000134030	145466	IMR90
ENSG00000134030	193647	IMR90
ENSG00000101665	101957	IMR90
ENSG00000101665	40521	IMR90
ENSG00000141627	26730	IMR90
ENSG00000187323	339168	IMR90
ENSG00000178690	15830	IMR90
ENSG00000041353	58794	IMR90
ENSG00000196628	63047	IMR90
ENSG00000196628	408989	IMR90
ENSG00000196628	495330	IMR90
ENSG00000091164	231465	IMR90
ENSG00000091157	245723	IMR90
ENSG00000081923	13437	IMR90
ENSG00000049759	63104	IMR90
ENSG00000074657	93538	IMR90
ENSG00000166562	4517	IMR90
ENSG00000134443	30581	IMR90
ENSG00000183287	2778	IMR90
ENSG00000101542	208158	IMR90
ENSG00000176641	127542	IMR90
ENSG00000176641	31186	IMR90
ENSG00000141664	49285	IMR90
ENSG00000119537	4985	IMR90
ENSG00000057149	22895	IMR90
ENSG00000166396	26401	IMR90
ENSG00000197632	15878	IMR90
ENSG00000166401	652852	IMR90
ENSG00000206052	48048	IMR90
ENSG00000206052	150848	IMR90
ENSG00000176225	11507	IMR90
ENSG00000170677	154127	IMR90
ENSG00000141668	733406	IMR90
ENSG00000141668	649562	IMR90
ENSG00000141665	443595	IMR90
